codigo_ocorrencia,ocorrencia_classificacao,ocorrencia_cidade,ocorrencia_uf,ocorrencia_aerodromo,ocorrencia_dia,ocorrencia_hora,total_recomendacoes,total_aeronaves_envolvidas,ocorrencia_saida_pista
41844,INCIDENTE,SALVADOR,BA,SBSV,12/07/2010,11:46:00,0,1,NÃO
41904,INCIDENTE,CAMPO LIMPO DE GOIÁS,GO,****,14/07/2010,20:00:00,0,1,NÃO
41994,INCIDENTE,RONDONÓPOLIS,MT,SWRD,14/07/2010,21:35:00,0,1,NÃO
41850,INCIDENTE GRAVE,PALMAS,TO,SBPJ,15/07/2010,17:00:00,1,1,NÃO
41899,INCIDENTE,LONDRINA,PR,SBLO,16/07/2010,23:28:00,0,1,NÃO
41900,ACIDENTE,NOVO HORIZONTE,SP,****,16/07/2010,19:20:00,3,1,NÃO
41916,ACIDENTE,SANTO ANTÔNIO DO LEVERGER,MT,SWLV,18/07/2010,16:00:00,0,1,NÃO
41917,ACIDENTE,BRASÍLIA,DF,SSGP,19/07/2010,18:30:00,1,1,NÃO
41960,ACIDENTE,PALMAS,TO,****,20/07/2010,15:00:00,1,1,NÃO
42067,INCIDENTE,RIO DE JANEIRO,RJ,****,20/07/2010,12:41:00,0,1,NÃO
41973,INCIDENTE,BRASÍLIA,DF,****,21/07/2010,16:15:00,0,1,NÃO
42068,INCIDENTE,SALVADOR,BA,SBSV,21/07/2010,13:25:00,0,1,NÃO
42073,INCIDENTE,SALVADOR,BA,SBSV,21/07/2010,19:16:00,0,1,NÃO
42614,INCIDENTE,NAVEGANTES,SC,SBNF,21/07/2010,16:17:00,0,1,NÃO
42618,INCIDENTE,SÃO JOSÉ DOS PINHAIS,PR,SBCT,21/07/2010,16:10:00,0,1,NÃO
41976,INCIDENTE,RIO BRANCO,AC,****,23/07/2010,08:08:00,0,1,NÃO
42001,ACIDENTE,BOITUVA,SP,SDOI,24/07/2010,18:00:00,1,1,SIM
42071,ACIDENTE,AFUÁ,PA,****,24/07/2010,10:15:00,6,1,NÃO
42387,ACIDENTE,MATINHA,MA,****,24/07/2010,17:00:00,1,1,SIM
43091,ACIDENTE,JOINVILLE,SC,SBJV,25/07/2010,15:10:00,0,1,NÃO
42038,INCIDENTE,CARUARU,PE,****,26/07/2010,22:30:00,0,1,NÃO
42634,INCIDENTE,RIO DE JANEIRO,RJ,****,28/07/2010,10:05:00,0,1,NÃO
42289,INCIDENTE GRAVE,SÃO PAULO,SP,SBMT,29/07/2010,20:06:00,0,1,NÃO
42436,INCIDENTE,RIO DE JANEIRO,RJ,SBJR,29/07/2010,19:12:00,0,1,NÃO
42367,INCIDENTE,NORMANDIA,RR,****,30/07/2010,20:00:00,0,1,NÃO
42619,INCIDENTE,RIO DE JANEIRO,RJ,SBRJ,30/07/2010,09:24:00,0,1,NÃO
42638,INCIDENTE,SÃO PAULO,SP,SBMT,30/07/2010,12:30:00,0,1,NÃO
42425,INCIDENTE,SÃO PEDRO DO IVAÍ,PR,****,31/07/2010,14:30:00,0,1,NÃO
42506,INCIDENTE,SÃO LUÍS,MA,SBSL,31/07/2010,13:51:00,0,1,NÃO
42590,INCIDENTE,SÃO LUÍS,MA,SBSL,01/08/2010,18:50:00,0,1,NÃO
42286,INCIDENTE,CUIABÁ,MT,****,02/08/2010,10:00:00,0,1,NÃO
42446,INCIDENTE,BAURU,SP,SBAE,02/08/2010,11:04:00,0,1,NÃO
42626,INCIDENTE,CURITIBA,PR,****,02/08/2010,01:40:00,0,1,NÃO
42449,ACIDENTE,SÃO FÉLIX DO XINGU,PA,****,03/08/2010,16:20:00,8,1,NÃO
42443,INCIDENTE,RIO DE JANEIRO,RJ,SBGL,04/08/2010,13:27:00,0,1,NÃO
42636,INCIDENTE,GOIÂNIA,GO,****,04/08/2010,14:08:00,0,1,NÃO
43035,INCIDENTE,NAVEGANTES,SC,****,04/08/2010,12:30:00,0,1,NÃO
43439,INCIDENTE,MARINGÁ,PR,****,04/08/2010,17:10:00,0,1,NÃO
42251,INCIDENTE GRAVE,PIRANHAS,GO,****,05/08/2010,17:00:00,0,1,NÃO
42323,INCIDENTE GRAVE,SÃO JOSÉ DO RIO PRETO,SP,SBSR,05/08/2010,12:01:00,0,1,NÃO
42249,INCIDENTE,BRASÍLIA,DF,SBBR,06/08/2010,23:55:00,0,1,NÃO
42287,ACIDENTE,SANTARÉM,PA,****,06/08/2010,20:20:00,2,1,NÃO
42292,INCIDENTE,CALDAS NOVAS,GO,****,07/08/2010,12:10:00,0,1,NÃO
42303,INCIDENTE GRAVE,CALDAS NOVAS,GO,****,07/08/2010,20:50:00,0,1,NÃO
42284,INCIDENTE,RIO DE JANEIRO,RJ,SBGL,10/08/2010,12:30:00,0,1,NÃO
42427,INCIDENTE GRAVE,PORTO ALEGRE,RS,SBPA,10/08/2010,21:46:00,1,1,NÃO
42431,INCIDENTE,NAVEGANTES,SC,****,10/08/2010,13:00:00,0,1,NÃO
42461,INCIDENTE,RECIFE,PE,SBRF,10/08/2010,13:25:00,0,1,NÃO
42646,INCIDENTE,JUIZ DE FORA,MG,****,10/08/2010,20:10:00,0,1,NÃO
42713,INCIDENTE,BRASÍLIA,DF,SBBR,10/08/2010,19:05:00,0,1,NÃO
42263,INCIDENTE,SALVADOR,BA,****,11/08/2010,12:52:00,0,1,NÃO
42250,ACIDENTE,RIO DE JANEIRO,RJ,SBRJ,12/08/2010,12:26:00,19,1,SIM
42756,INCIDENTE,BELO HORIZONTE,MG,****,12/08/2010,19:59:00,0,1,NÃO
42565,ACIDENTE,GOIÂNIA,GO,****,13/08/2010,21:00:00,6,1,NÃO
42433,INCIDENTE,MACAÉ,RJ,****,15/08/2010,11:00:00,0,1,NÃO
42742,INCIDENTE,JUIZ DE FORA,MG,****,15/08/2010,15:35:00,0,1,NÃO
42460,INCIDENTE,SALVADOR,BA,****,17/08/2010,14:12:00,0,1,NÃO
42434,INCIDENTE,SÃO PAULO,SP,****,19/08/2010,17:00:00,0,1,NÃO
42452,INCIDENTE,SÃO JOSÉ DOS CAMPOS,SP,SBSJ,20/08/2010,13:18:00,0,1,NÃO
42466,INCIDENTE,RECIFE,PE,SBRF,20/08/2010,14:15:00,0,1,NÃO
42456,INCIDENTE,RIO DE JANEIRO,RJ,****,21/08/2010,16:35:00,0,1,NÃO
42740,INCIDENTE,RIO DE JANEIRO,RJ,****,21/08/2010,13:25:00,0,1,NÃO
43729,ACIDENTE,XINGUARA,PA,****,22/08/2010,15:30:00,0,1,NÃO
42447,INCIDENTE,ARAGUAÍNA,TO,****,23/08/2010,19:32:00,0,1,NÃO
42458,INCIDENTE,DIVINÓPOLIS,MG,SNDV,23/08/2010,19:30:00,0,1,NÃO
42485,INCIDENTE,AREALVA,SP,****,23/08/2010,15:15:00,0,1,NÃO
42486,INCIDENTE,RIO DE JANEIRO,RJ,SBRJ,23/08/2010,23:55:00,0,1,NÃO
42368,ACIDENTE,SÃO LUÍS,MA,****,24/08/2010,11:00:00,0,1,NÃO
42388,ACIDENTE,CACHOEIRA DO SUL,RS,SSKS,24/08/2010,19:40:00,1,1,NÃO
42432,INCIDENTE,LONDRINA,PR,****,24/08/2010,20:45:00,0,1,NÃO
42465,INCIDENTE,MARINGÁ,PR,SBMG,24/08/2010,08:20:00,0,1,NÃO
42386,ACIDENTE,VITÓRIA DA CONQUISTA,BA,SBQV,25/08/2010,17:40:00,3,1,SIM
42439,INCIDENTE,CAMPINAS,SP,SBKP,25/08/2010,02:11:00,0,1,NÃO
42602,INCIDENTE,IPATINGA,MG,SBIP,25/08/2010,13:34:00,0,1,NÃO
42448,INCIDENTE,ALTA FLORESTA,MT,SBAT,26/08/2010,19:00:00,0,1,NÃO
42451,INCIDENTE,SÃO PAULO,SP,****,26/08/2010,11:05:00,0,1,NÃO
42597,INCIDENTE,BRASÍLIA,DF,****,27/08/2010,12:01:00,0,1,NÃO
42603,INCIDENTE,RIO DE JANEIRO,RJ,****,27/08/2010,13:27:00,0,1,NÃO
42585,INCIDENTE,CURITIBA,PR,****,28/08/2010,19:55:00,0,1,NÃO
42587,INCIDENTE,FORTALEZA,CE,SBFZ,28/08/2010,15:25:00,0,1,NÃO
42606,INCIDENTE GRAVE,PORTO ALEGRE,RS,****,28/08/2010,18:30:00,0,1,NÃO
43258,INCIDENTE,FORMOSA,GO,SWFR,28/08/2010,20:00:00,0,1,SIM
42589,INCIDENTE,PALMAS,TO,SBPJ,29/08/2010,06:20:00,0,1,NÃO
42588,INCIDENTE,CAMPINAS,SP,SBKP,31/08/2010,22:24:00,0,1,NÃO
42598,INCIDENTE,RIO DE JANEIRO,RJ,****,31/08/2010,12:35:00,0,1,NÃO
42595,INCIDENTE,BRASÍLIA,DF,****,01/09/2010,20:10:00,0,1,NÃO
42723,ACIDENTE,BOA VISTA,RR,SBBV,01/09/2010,13:30:00,4,1,NÃO
42735,INCIDENTE,BELO HORIZONTE,MG,SBBH,01/09/2010,18:35:00,0,1,NÃO
42601,INCIDENTE,BRASÍLIA,DF,****,02/09/2010,14:23:00,0,1,NÃO
42680,INCIDENTE,BELO HORIZONTE,MG,SBBH,03/09/2010,22:45:00,0,1,NÃO
42707,INCIDENTE,GUARULHOS,SP,SBGR,03/09/2010,16:14:00,0,1,NÃO
42592,INCIDENTE,SÃO PAULO,SP,SBMT,04/09/2010,13:00:00,0,1,NÃO
42738,ACIDENTE,SÃO PAULO,SP,****,04/09/2010,18:30:00,0,1,NÃO
42715,INCIDENTE,JOÃO PESSOA,PB,SBJP,05/09/2010,08:10:00,0,1,NÃO
42718,INCIDENTE GRAVE,VERANÓPOLIS,RS,SSVN,08/09/2010,19:10:00,2,1,SIM
40823,INCIDENTE GRAVE,PALMAS,PR,SSPS,09/09/2010,18:50:00,0,1,NÃO
42717,INCIDENTE,GOIÂNIA,GO,****,09/09/2010,19:06:00,0,1,NÃO
43589,INCIDENTE,FLORIANÓPOLIS,SC,SBFL,09/09/2010,03:26:00,0,1,NÃO
42758,ACIDENTE,ITANHAÉM,SP,****,10/09/2010,14:45:00,1,1,NÃO
42760,INCIDENTE GRAVE,PIRACICABA,SP,SDPW,10/09/2010,11:10:00,0,1,SIM
42714,INCIDENTE GRAVE,RIO DE JANEIRO,RJ,****,11/09/2010,15:30:00,0,1,NÃO
42716,INCIDENTE,SANTARÉM,PA,SBSN,11/09/2010,16:30:00,0,1,NÃO
42868,INCIDENTE,RIO DE JANEIRO,RJ,****,11/09/2010,20:30:00,0,1,NÃO
43043,ACIDENTE,CAMBÉ,PR,****,11/09/2010,21:13:00,0,1,NÃO
43171,INCIDENTE,DIAMANTINA,MG,SNDT,12/09/2010,18:30:00,0,1,NÃO
42757,INCIDENTE GRAVE,SÃO PAULO,SP,SBSP,13/09/2010,19:05:00,0,1,NÃO
42838,INCIDENTE GRAVE,CURITIBA,PR,****,15/09/2010,20:30:00,0,1,NÃO
42866,INCIDENTE,BRASÍLIA,DF,SBBR,15/09/2010,13:09:00,0,1,NÃO
42919,ACIDENTE,ITAITUBA,PA,****,15/09/2010,18:10:00,9,1,NÃO
42921,ACIDENTE,SÃO FÉLIX DO XINGU,PA,****,15/09/2010,21:50:00,2,1,NÃO
43042,INCIDENTE GRAVE,CARAZINHO,RS,SSKZ,15/09/2010,20:00:00,0,1,NÃO
43064,INCIDENTE,RIO DE JANEIRO,RJ,SBRJ,15/09/2010,17:54:00,0,1,NÃO
43061,INCIDENTE,BRASÍLIA,DF,****,16/09/2010,14:50:00,0,1,NÃO
42880,INCIDENTE GRAVE,RIO DE JANEIRO,RJ,SBJR,17/09/2010,13:55:00,0,1,SIM
42882,INCIDENTE GRAVE,RIO DE JANEIRO,RJ,SBJR,17/09/2010,18:46:00,0,1,NÃO
43003,ACIDENTE,JARDIM,MS,****,18/09/2010,18:30:00,0,1,NÃO
43090,INCIDENTE,UBERABA,MG,SBUR,18/09/2010,14:57:00,0,1,NÃO
43572,INCIDENTE,FLORIANÓPOLIS,SC,SBFL,18/09/2010,18:40:00,0,1,NÃO
43008,INCIDENTE,GUARULHOS,SP,SBGR,19/09/2010,17:30:00,0,1,NÃO
43044,ACIDENTE,BLUMENAU,SC,****,19/09/2010,12:50:00,0,1,NÃO
43002,INCIDENTE,VITÓRIA,ES,****,20/09/2010,14:30:00,0,1,NÃO
43086,INCIDENTE,BAYEUX,PB,****,20/09/2010,23:00:00,0,1,NÃO
42865,INCIDENTE,POUSO ALEGRE,MG,****,21/09/2010,18:20:00,0,1,NÃO
43063,ACIDENTE,ALTO ALEGRE,RR,****,21/09/2010,17:10:00,2,1,NÃO
43065,INCIDENTE,BELO HORIZONTE,MG,****,21/09/2010,13:50:00,0,1,NÃO
42999,INCIDENTE GRAVE,SÃO LUÍS,MA,SBSL,22/09/2010,21:38:00,0,1,NÃO
42987,INCIDENTE,PALMAS,TO,SBPJ,23/09/2010,04:36:00,0,1,NÃO
42994,INCIDENTE,CUIABÁ,MT,****,23/09/2010,17:30:00,0,1,NÃO
42883,INCIDENTE,MANAUS,AM,****,24/09/2010,10:40:00,0,1,NÃO
42986,INCIDENTE,PALMAS,TO,SBPJ,24/09/2010,20:11:00,0,1,NÃO
42997,ACIDENTE,BELÉM,PA,SBJC,24/09/2010,18:10:00,6,1,NÃO
43027,INCIDENTE GRAVE,PORTO ALEGRE,RS,SBPA,24/09/2010,20:59:00,2,1,NÃO
42991,INCIDENTE,CUIABÁ,MT,****,25/09/2010,21:10:00,0,1,NÃO
43062,ACIDENTE,NOVO GAMA,GO,****,25/09/2010,16:30:00,1,1,NÃO
42989,INCIDENTE,TERESINA,PI,SBTE,26/09/2010,08:01:00,0,1,NÃO
42990,INCIDENTE,GUARULHOS,SP,SBGR,26/09/2010,22:32:00,0,1,NÃO
42988,INCIDENTE,SÃO PAULO,SP,SBMT,27/09/2010,19:50:00,0,1,NÃO
43132,INCIDENTE,MACAÉ,RJ,****,27/09/2010,16:53:00,0,1,NÃO
43005,INCIDENTE,VÁRZEA GRANDE,MT,SBCY,28/09/2010,14:45:00,0,1,NÃO
43015,INCIDENTE,RONDONÓPOLIS,MT,****,28/09/2010,10:15:00,0,1,NÃO
43260,INCIDENTE,CALDAS NOVAS,GO,****,28/09/2010,18:30:00,0,1,NÃO
42984,INCIDENTE,BELO HORIZONTE,MG,SBPR,29/09/2010,15:30:00,0,1,NÃO
43007,INCIDENTE,CONFINS,MG,SBCF,29/09/2010,03:43:00,0,1,SIM
43019,INCIDENTE,RONDONÓPOLIS,MT,****,29/09/2010,11:30:00,0,1,NÃO
43155,INCIDENTE,LONDRINA,PR,****,29/09/2010,19:01:00,0,1,NÃO
42983,ACIDENTE,IMPERATRIZ,MA,****,30/09/2010,11:37:00,2,1,NÃO
43023,INCIDENTE GRAVE,ÓBIDOS,PA,****,30/09/2010,11:30:00,0,1,NÃO
42980,ACIDENTE,SÃO PAULO,SP,SBSP,01/10/2010,14:45:00,0,1,NÃO
43021,ACIDENTE,SÃO BORJA,RS,****,01/10/2010,11:30:00,0,1,NÃO
43256,ACIDENTE,RECIFE,PE,****,01/10/2010,20:20:00,1,1,NÃO
42960,INCIDENTE GRAVE,BELÉM,PA,SBJC,04/10/2010,16:42:00,0,1,NÃO
42981,INCIDENTE,PORTO ALEGRE,RS,SBPA,04/10/2010,23:00:00,0,1,NÃO
43578,INCIDENTE,RIO DE JANEIRO,RJ,****,04/10/2010,12:30:00,0,1,NÃO
43685,INCIDENTE,BRASÍLIA,DF,SBBR,04/10/2010,13:30:00,0,1,NÃO
43022,INCIDENTE,BEBEDOURO,SP,****,05/10/2010,16:00:00,0,1,NÃO
43026,INCIDENTE,FLORIANÓPOLIS,SC,SBFL,05/10/2010,19:30:00,0,1,NÃO
43030,INCIDENTE,GUARULHOS,SP,****,05/10/2010,23:45:00,0,1,NÃO
43033,INCIDENTE,RIO DE JANEIRO,RJ,****,05/10/2010,21:46:00,0,1,NÃO
43070,ACIDENTE,LUÍS EDUARDO MAGALHÃES,BA,*****,05/10/2010,13:30:00,0,1,NÃO
43157,INCIDENTE,SALVADOR,BA,SBSV,06/10/2010,00:25:00,0,1,NÃO
43067,INCIDENTE,BAURU,SP,SBBU,07/10/2010,20:00:00,0,1,NÃO
43085,INCIDENTE,UBERLÂNDIA,MG,SBUL,07/10/2010,10:27:00,0,1,NÃO
43089,ACIDENTE,COROMANDEL,MG,SNXT,07/10/2010,14:00:00,0,1,NÃO
43082,INCIDENTE,MACAÉ,RJ,****,10/10/2010,12:20:00,0,1,NÃO
43156,INCIDENTE,LONDRINA,PR,****,11/10/2010,13:40:00,0,1,NÃO
43153,ACIDENTE,MACAÉ,RJ,****,12/10/2010,19:00:00,0,1,NÃO
43619,INCIDENTE,JOÃO PESSOA,PB,SBJP,13/10/2010,14:55:00,0,1,NÃO
43083,INCIDENTE,BELO HORIZONTE,MG,SBBH,14/10/2010,13:07:00,0,1,NÃO
43158,INCIDENTE,RIBEIRÃO PRETO,SP,SBRP,14/10/2010,20:36:00,0,1,NÃO
43095,ACIDENTE,DIVINÓPOLIS,MG,****,16/10/2010,12:00:00,0,1,NÃO
43093,INCIDENTE,LONDRINA,PR,****,17/10/2010,18:30:00,0,1,NÃO
43094,INCIDENTE,AMERICANA,SP,****,17/10/2010,15:05:00,0,1,NÃO
43259,INCIDENTE,MANAUS,AM,****,18/10/2010,21:45:00,0,1,NÃO
43257,INCIDENTE,CAMPINAS,SP,SBKP,19/10/2010,02:40:00,0,1,NÃO
43449,ACIDENTE,CAMPO LARGO,PR,SSCF,19/10/2010,15:40:00,2,1,NÃO
43684,INCIDENTE,CAMPO GRANDE,MS,SSIE,21/10/2010,09:45:00,0,1,NÃO
43318,INCIDENTE,GUARULHOS,SP,SBGR,22/10/2010,20:10:00,0,1,NÃO
43581,INCIDENTE,MONTES CLAROS,MG,SBMK,22/10/2010,13:50:00,0,1,NÃO
43700,INCIDENTE,GOIÂNIA,GO,****,22/10/2010,11:00:00,0,1,NÃO
43390,ACIDENTE,PRADO,BA,****,23/10/2010,16:10:00,2,1,NÃO
43524,ACIDENTE,BOM JESUS DO AMPARO,MG,****,23/10/2010,03:00:00,0,1,NÃO
43699,INCIDENTE,RIO DE JANEIRO,RJ,SBJR,23/10/2010,17:43:00,0,1,NÃO
43697,INCIDENTE,ITANHAÉM,SP,****,24/10/2010,14:40:00,0,1,NÃO
43692,INCIDENTE,SALVADOR,BA,SBSV,25/10/2010,15:20:00,0,1,NÃO
43457,INCIDENTE,SOROCABA,SP,****,27/10/2010,17:30:00,0,1,NÃO
43333,INCIDENTE,SÃO JOSÉ DO RIO PRETO,SP,SBSR,28/10/2010,16:10:00,0,1,NÃO
43459,INCIDENTE GRAVE,SÃO PAULO,SP,SBMT,28/10/2010,18:35:00,0,1,SIM
43335,INCIDENTE,SÃO PAULO,SP,SBSP,30/10/2010,13:05:00,0,1,NÃO
43467,INCIDENTE,GUARULHOS,SP,SBGR,30/10/2010,21:49:00,0,1,NÃO
43671,INCIDENTE,CAMPO GRANDE,MS,SBCG,30/10/2010,14:20:00,0,1,NÃO
43680,INCIDENTE,CURITIBA,PR,SBCT,30/10/2010,10:25:00,0,1,NÃO
43393,ACIDENTE,ORIXIMINÁ,PA,****,31/10/2010,16:35:00,2,1,NÃO
43407,INCIDENTE,CONFINS,MG,SBCF,01/11/2010,03:00:00,0,1,NÃO
43480,ACIDENTE,PRIMAVERA,PE,****,03/11/2010,10:00:00,0,1,NÃO
43450,ACIDENTE,SÃO PAULO,SP,SBMT,04/11/2010,10:55:00,6,1,NÃO
43365,INCIDENTE,VITÓRIA,ES,SBVT,05/11/2010,09:06:00,0,1,NÃO
43392,ACIDENTE,SÃO FÉLIX DO XINGU,PA,****,05/11/2010,13:00:00,0,1,NÃO
43451,ACIDENTE,ARARAQUARA,SP,SBAQ,05/11/2010,22:36:00,0,1,SIM
43329,INCIDENTE,IMPERATRIZ,MA,SBIZ,07/11/2010,19:30:00,0,1,NÃO
43261,INCIDENTE,SÃO PAULO,SP,****,08/11/2010,14:30:00,0,1,NÃO
43290,INCIDENTE,MACAÉ,RJ,SBME,08/11/2010,18:05:00,0,1,NÃO
45168,ACIDENTE,PORTO MURTINHO,MS,****,08/11/2010,18:25:00,0,1,NÃO
43389,ACIDENTE,ANDARAÍ,BA,****,09/11/2010,18:30:00,1,1,NÃO
43503,ACIDENTE,JOAÇABA,SC,****,09/11/2010,13:25:00,0,1,NÃO
43678,INCIDENTE,MANAUS,AM,****,10/11/2010,03:00:00,0,1,NÃO
43403,ACIDENTE,ARAÇATUBA,SP,****,13/11/2010,23:30:00,0,1,NÃO
43794,ACIDENTE,CAMPO LARGO,PR,****,13/11/2010,18:00:00,0,1,NÃO
43446,ACIDENTE,URUGUAIANA,RS,****,14/11/2010,11:30:00,2,1,NÃO
43447,INCIDENTE,VÁRZEA GRANDE,MT,****,14/11/2010,09:45:00,0,1,NÃO
43620,INCIDENTE,BELÉM,PA,****,14/11/2010,08:30:00,0,1,NÃO
43404,ACIDENTE,BRAGANÇA PAULISTA,SP,SBBP,15/11/2010,17:30:00,9,1,NÃO
43262,ACIDENTE,IVATÉ,PR,****,16/11/2010,09:30:00,7,1,NÃO
43405,INCIDENTE,SÃO PAULO,SP,****,16/11/2010,13:20:00,0,1,NÃO
43406,INCIDENTE,SÃO JOSÉ DOS PINHAIS,PR,SBCT,17/11/2010,20:30:00,0,1,NÃO
43266,ACIDENTE,TAPURAH,MT,****,18/11/2010,18:00:00,2,1,NÃO
43268,ACIDENTE,SORRISO,MT,****,18/11/2010,18:00:00,0,1,NÃO
43282,INCIDENTE GRAVE,CAMPO GRANDE,MS,SBCG,18/11/2010,23:08:00,0,1,NÃO
43793,INCIDENTE,GUARULHOS,SP,SBGR,18/11/2010,05:35:00,0,1,NÃO
43790,INCIDENTE,BELÉM,PA,****,19/11/2010,15:56:00,0,1,NÃO
43283,INCIDENTE,RIO DE JANEIRO,RJ,SBJR,20/11/2010,13:02:00,0,1,NÃO
43294,ACIDENTE,GOIÂNIA,GO,****,22/11/2010,18:30:00,9,1,NÃO
43289,INCIDENTE,SÃO LUÍS,MA,SBSL,23/11/2010,02:55:00,0,1,NÃO
43263,INCIDENTE,ARAPONGAS,PR,SSOG,24/11/2010,14:20:00,0,1,NÃO
43264,INCIDENTE GRAVE,BROTAS,SP,****,24/11/2010,19:10:00,0,1,SIM
43321,ACIDENTE,ITAPORÃ,MS,****,25/11/2010,12:20:00,0,1,NÃO
43325,INCIDENTE,MANAUS,AM,SBEG,25/11/2010,13:20:00,0,1,NÃO
43538,INCIDENTE,CAMPINAS,SP,SBKP,25/11/2010,08:44:00,0,1,NÃO
43288,INCIDENTE,VIAMÃO,RS,****,28/11/2010,18:30:00,0,1,NÃO
43361,ACIDENTE,PASSO FUNDO,RS,SBPF,30/11/2010,18:20:00,2,1,NÃO
43350,INCIDENTE,BELÉM,PA,****,01/12/2010,20:30:00,0,1,NÃO
43384,INCIDENTE,LAGES,SC,****,01/12/2010,19:00:00,0,1,NÃO
43385,INCIDENTE,JOINVILLE,SC,SBJV,01/12/2010,17:50:00,0,1,NÃO
43603,INCIDENTE,SÃO PAULO,SP,SBSP,01/12/2010,17:56:00,0,1,NÃO
43348,INCIDENTE,SÃO JOSÉ DOS PINHAIS,PR,SBCT,02/12/2010,19:58:00,0,1,NÃO
43374,INCIDENTE,UBERLÂNDIA,MG,SBUL,02/12/2010,22:50:00,0,1,NÃO
43383,INCIDENTE,BELO HORIZONTE,MG,SBBH,03/12/2010,01:20:00,0,1,NÃO
43452,ACIDENTE,OLÍMPIA,SP,****,03/12/2010,12:00:00,0,1,NÃO
43466,INCIDENTE,ALAGOINHAS,BA,****,03/12/2010,23:25:00,0,1,NÃO
43610,INCIDENTE,MACAÉ,RJ,SBME,04/12/2010,20:43:00,0,1,NÃO
43414,INCIDENTE,MANAUS,AM,****,05/12/2010,14:55:00,0,1,NÃO
43465,INCIDENTE,ARARAQUARA,SP,****,05/12/2010,00:27:00,0,1,NÃO
43461,INCIDENTE,BRASÍLIA,DF,****,08/12/2010,22:00:00,0,1,NÃO
43668,INCIDENTE GRAVE,ELDORADO DO SUL,RS,SIXE,08/12/2010,15:40:00,0,1,SIM
43455,ACIDENTE,BOM JESUS DO GALHO,MG,****,09/12/2010,21:30:00,1,1,NÃO
43463,INCIDENTE GRAVE,GOIÂNIA,GO,****,09/12/2010,14:35:00,1,1,NÃO
43464,INCIDENTE,SINOP,MT,****,10/12/2010,13:23:00,0,1,NÃO
43534,INCIDENTE,PARNAMIRIM,RN,****,10/12/2010,13:45:00,0,1,NÃO
43667,INCIDENTE,ARACAJU,SE,****,10/12/2010,20:25:00,0,1,NÃO
43458,INCIDENTE GRAVE,ÁGUA BRANCA,AL,****,11/12/2010,11:00:00,0,1,NÃO
43727,ACIDENTE,PIACATU,SP,****,11/12/2010,03:00:00,0,1,NÃO
43454,ACIDENTE,LONDRINA,PR,****,12/12/2010,23:33:00,6,1,NÃO
43527,INCIDENTE,RIO DE JANEIRO,RJ,SBRJ,12/12/2010,19:00:00,0,1,NÃO
43462,INCIDENTE GRAVE,RIO DE JANEIRO,RJ,SBGL,13/12/2010,11:00:00,0,1,NÃO
43472,ACIDENTE,PICOS,PI,SNPC,13/12/2010,12:30:00,5,1,SIM
43473,INCIDENTE GRAVE,ITAITUBA,PA,###!,13/12/2010,19:25:00,0,1,SIM
43471,ACIDENTE,SÃO PAULO,SP,****,14/12/2010,20:15:00,11,1,NÃO
43721,ACIDENTE,CRATEÚS,CE,SNWS,15/12/2010,09:00:00,4,1,SIM
43802,INCIDENTE,LONDRINA,PR,SBLO,15/12/2010,21:30:00,0,1,NÃO
43470,INCIDENTE,SALVADOR,BA,SBSV,16/12/2010,19:30:00,0,1,NÃO
43531,INCIDENTE,MACAPÁ,AP,****,16/12/2010,23:20:00,0,1,NÃO
43725,ACIDENTE,FORMOSA,GO,SWFR,18/12/2010,20:00:00,0,1,NÃO
43921,ACIDENTE,RIO DE JANEIRO,RJ,****,18/12/2010,13:15:00,0,1,NÃO
43474,INCIDENTE GRAVE,BELO HORIZONTE,MG,SBPR,20/12/2010,22:30:00,0,1,SIM
43555,INCIDENTE,BELO HORIZONTE,MG,SBBH,20/12/2010,20:00:00,0,1,NÃO
43719,ACIDENTE,ARACAJU,SE,SNAU,21/12/2010,13:03:00,9,1,NÃO
43842,INCIDENTE,ARACAJU,SE,SNAU,22/12/2010,11:35:00,0,1,NÃO
43722,ACIDENTE,CAJOBI,SP,****,23/12/2010,11:00:00,0,1,NÃO
44527,INCIDENTE,SALVADOR,BA,****,23/12/2010,22:20:00,0,1,NÃO
43547,INCIDENTE,PORTO SEGURO,BA,SBPS,24/12/2010,14:58:00,0,1,NÃO
43548,INCIDENTE,SÃO PAULO,SP,SBSP,26/12/2010,22:10:00,0,1,NÃO
43551,INCIDENTE,RECIFE,PE,SBRF,27/12/2010,13:50:00,0,1,NÃO
43754,INCIDENTE,BELÉM,PA,SBBE,27/12/2010,12:25:00,0,1,NÃO
43806,INCIDENTE,SÃO JOSÉ DOS PINHAIS,PR,****,28/12/2010,16:02:00,0,1,NÃO
43724,ACIDENTE,COSMÓPOLIS,SP,****,29/12/2010,12:00:00,0,1,NÃO
43726,ACIDENTE,ALEGRETE,RS,****,29/12/2010,10:35:00,6,1,NÃO
43730,INCIDENTE,VITÓRIA,ES,****,30/12/2010,18:10:00,0,1,NÃO
43975,INCIDENTE,ARRAIAL DO CABO,RJ,****,30/12/2010,14:28:00,0,1,NÃO
43633,INCIDENTE GRAVE,RIBEIRÃO PRETO,SP,SBRP,01/01/2011,19:35:00,10,1,SIM
43817,INCIDENTE,VÁRZEA GRANDE,MT,SBCY,01/01/2011,11:00:00,0,1,NÃO
